id,userid,forumid,discussionid,postid,firstread,lastread
6418,173,45,35,271,1604672478,1604672478
6419,173,45,35,270,1604672478,1604672478
6420,173,45,35,269,1604672478,1604672478
6421,173,45,35,268,1604672478,1604672478
6422,173,45,35,267,1604672478,1604672478
6423,173,45,35,266,1604672478,1604672478
6424,173,45,35,265,1602891761,1604672478
6425,173,45,35,264,1602891761,1604672478
6426,173,45,35,263,1602891761,1604672478
6427,173,45,35,262,1602891761,1604672478
6428,173,45,35,261,1602891761,1604672478
6429,173,45,35,260,1602891761,1604672478
6430,173,45,36,295,1600255399,1602076416
6431,173,45,36,294,1600255399,1602076416
6432,173,45,36,293,1600255399,1602076416
6433,173,45,36,292,1600255399,1602076416
6434,173,45,36,291,1600255399,1602076416
6435,173,45,36,290,1600255399,1602076416
6436,173,45,36,289,1600255399,1602076416
6437,173,45,36,288,1600255399,1602076416
6438,173,45,36,287,1600255399,1602076416
6439,173,45,36,286,1600255399,1602076416
6440,173,45,36,285,1600255399,1602076416
6441,173,45,36,284,1600255399,1602076416
6442,173,45,36,283,1600255399,1602076416
6443,173,45,36,282,1600255399,1602076416
6444,173,45,36,281,1600255399,1602076416
6445,173,45,36,280,1600255399,1602076416
6446,173,45,36,279,1600255399,1602076416
6447,173,45,36,303,1602076416,1602076416
6448,173,45,36,302,1602076416,1602076416
6449,173,45,36,301,1602076416,1602076416
6450,173,45,36,300,1602076416,1602076416
6451,173,45,36,299,1602076416,1602076416
6452,173,45,36,298,1602076416,1602076416
6453,173,45,34,258,1602074739,1602074739
6454,173,45,36,296,1600255663,1602076416
6455,173,45,36,278,1600255399,1602076416
6456,174,45,33,257,1607892241,1608674811
6457,174,45,33,256,1607892241,1608674811
6458,174,45,35,276,1604239716,1605270649
6459,174,45,35,273,1603432742,1605270649
6460,174,45,35,272,1603432742,1605270649
6461,174,45,35,277,1604580562,1605270649
6462,174,45,35,263,1601545148,1605270649
6463,174,45,35,262,1601545148,1605270649
6464,174,45,35,261,1601472736,1605270649
6465,174,45,35,260,1601472736,1605270649
6466,174,45,35,264,1603206825,1605270649
6467,174,45,35,275,1603432742,1605270649
6468,174,45,35,274,1603432742,1605270649
6469,174,45,35,271,1603432742,1605270649
6470,174,45,35,270,1603432742,1605270649
6471,174,45,35,269,1603432742,1605270649
6472,174,45,35,268,1603432742,1605270649
6473,174,45,35,267,1603206825,1605270649
6474,174,45,35,266,1603206825,1605270649
6475,174,45,35,265,1603206825,1605270649
6476,174,45,34,258,1601702254,1602942713
6477,174,45,35,259,1601412186,1605270649
6478,174,45,36,295,1600255645,1602942501
6479,174,45,36,294,1600255645,1602942501
6480,174,45,36,293,1600255645,1602942501
6481,174,45,36,292,1600255645,1602942501
6482,174,45,36,291,1600255645,1602942501
6483,174,45,36,290,1600255645,1602942501
6484,174,45,36,284,1600185951,1602942501
6485,174,45,36,283,1600185951,1602942501
6486,174,45,36,282,1600185951,1602942501
6487,174,45,36,303,1601008399,1602942501
6488,174,45,36,302,1601008399,1602942501
6489,174,45,36,301,1601008399,1602942501
6490,174,45,36,300,1601008399,1602942501
6491,174,45,36,299,1601008399,1602942501
6492,174,45,36,298,1601008399,1602942501
6493,174,45,36,297,1601008399,1602942501
6494,174,45,36,296,1600256498,1602942501
6495,174,45,36,289,1600255645,1602942501
6496,174,45,36,288,1600255645,1602942501
6497,174,45,36,287,1600191388,1602942501
6498,174,45,36,286,1600191345,1602942501
6499,174,45,36,285,1600189147,1602942501
6500,174,45,36,281,1600185951,1602942501
6501,174,45,36,280,1600185951,1602942501
6502,174,45,36,279,1600185951,1602942501
6503,174,45,36,278,1600172791,1602942501
6504,175,45,36,303,1601146265,1607714435
6505,175,45,36,302,1601146265,1607714435
6506,175,45,36,301,1601146265,1607714435
6507,175,45,36,300,1600413209,1607714435
6508,175,45,36,299,1600413209,1607714435
6509,175,45,36,298,1600413209,1607714435
6510,175,45,36,297,1600413209,1607714435
6511,175,45,36,296,1600413209,1607714435
6512,175,45,36,295,1600413209,1607714435
6513,175,45,36,294,1600413209,1607714435
6514,175,45,36,293,1600413209,1607714435
6515,175,45,36,292,1600413209,1607714435
6516,175,45,36,291,1600413209,1607714435
6517,175,45,36,290,1600413209,1607714435
6518,175,45,36,289,1600413209,1607714435
6519,175,45,36,288,1600413209,1607714435
6520,175,45,36,286,1600191011,1607714435
6521,175,45,36,284,1600187498,1607714435
6522,175,45,36,280,1600187498,1607714435
6523,175,45,35,277,1604424805,1607714386
6524,175,45,35,276,1604424805,1607714386
6525,175,45,35,263,1601481611,1607714386
6526,175,45,35,262,1601475532,1607714386
6527,175,45,35,272,1604042465,1607714386
6528,175,45,35,271,1604042465,1607714386
6529,175,45,35,268,1604042465,1607714386
6530,175,45,35,267,1604042465,1607714386
6531,175,45,35,261,1601472069,1607714386
6532,175,45,35,260,1601472069,1607714386
6533,175,45,35,259,1601146277,1607714386
6534,175,45,35,275,1604042465,1607714386
6535,175,45,35,274,1604042465,1607714386
6536,175,45,35,273,1604042465,1607714386
6537,175,45,35,270,1604042465,1607714386
6538,175,45,35,269,1604042465,1607714386
6539,175,45,35,266,1604042465,1607714386
6540,175,45,35,265,1604042465,1607714386
6541,175,45,35,264,1604042465,1607714386
6542,175,45,34,258,1602365056,1602412854
6543,175,45,36,283,1600187498,1607714435
6544,175,45,36,287,1600413209,1607714435
6545,175,45,36,279,1600187498,1607714435
6546,175,45,36,278,1600187498,1607714435
6547,175,45,36,285,1600188768,1607714435
6548,175,45,36,282,1600187498,1607714435
6549,175,45,36,281,1600187498,1607714435
6550,176,45,35,277,1604320896,1604481548
6551,176,45,35,276,1604320896,1604481548
6552,176,45,35,275,1604320896,1604481548
6553,176,45,36,303,1600858729,1604320913
6554,176,45,36,297,1600610317,1604320913
6555,176,45,36,296,1600610317,1604320913
6556,176,45,36,295,1600610317,1604320913
6557,176,45,36,294,1600610317,1604320913
6558,176,45,36,293,1600610317,1604320913
6559,176,45,36,292,1600610317,1604320913
6560,176,45,36,291,1600610317,1604320913
6561,176,45,36,290,1600610317,1604320913
6562,176,45,36,287,1600610317,1604320913
6563,176,45,36,286,1600610317,1604320913
6564,176,45,36,283,1600610317,1604320913
6565,176,45,36,282,1600610317,1604320913
6566,176,45,35,263,1601516216,1604481548
6567,176,45,35,262,1601516216,1604481548
6568,176,45,35,274,1604320896,1604481548
6569,176,45,35,273,1604320896,1604481548
6570,176,45,35,272,1604320896,1604481548
6571,176,45,35,271,1604320896,1604481548
6572,176,45,35,270,1604320896,1604481548
6573,176,45,35,269,1604320896,1604481548
6574,176,45,35,268,1604320896,1604481548
6575,176,45,35,267,1604320896,1604481548
6576,176,45,35,266,1604320896,1604481548
6577,176,45,35,265,1604320896,1604481548
6578,176,45,35,264,1604320896,1604481548
6579,176,45,34,258,1603317346,1603317346
6580,176,45,36,285,1600610317,1604320913
6581,176,45,36,284,1600610317,1604320913
6582,176,45,35,261,1601516216,1604481548
6583,176,45,35,260,1601516216,1604481548
6584,176,45,35,259,1601516216,1604481548
6585,176,45,36,281,1600610317,1604320913
6586,176,45,36,280,1600610317,1604320913
6587,176,45,36,279,1600610317,1604320913
6588,176,45,36,278,1600610317,1604320913
6589,176,45,36,289,1600610317,1604320913
6590,176,45,36,288,1600610317,1604320913
6591,176,45,36,302,1600612337,1604320913
6592,176,45,36,301,1600610317,1604320913
6593,176,45,36,300,1600610317,1604320913
6594,176,45,36,299,1600610317,1604320913
6595,176,45,36,298,1600610317,1604320913
6596,177,45,36,299,1600362809,1607527105
6597,177,45,36,298,1600357694,1607527105
6598,177,45,36,283,1600192824,1607527105
6599,177,45,36,282,1600192824,1607527105
6600,177,45,36,281,1600192824,1607527105
6601,177,45,36,280,1600192824,1607527105
6602,177,45,36,279,1600192824,1607527105
6603,177,45,36,278,1600192824,1607527105
6604,177,45,35,273,1603359813,1607526421
6605,177,45,35,272,1603359813,1607526421
6606,177,45,35,271,1603359813,1607526421
6607,177,45,35,270,1603359813,1607526421
6608,177,45,35,269,1603359813,1607526421
6609,177,45,35,268,1603231559,1607526421
6610,177,45,35,266,1603096318,1607526421
6611,177,45,35,265,1603096318,1607526421
6612,177,45,35,264,1603096318,1607526421
6613,177,45,35,263,1603096318,1607526421
6614,177,45,35,262,1603096318,1607526421
6615,177,45,35,261,1603096318,1607526421
6616,177,45,35,260,1603096318,1607526421
6617,177,45,35,267,1603120850,1607526421
6618,177,45,34,258,1602014609,1602014609
6619,177,45,36,287,1600192824,1607527105
6620,177,45,36,286,1600192824,1607527105
6621,177,45,36,285,1600192824,1607527105
6622,177,45,36,284,1600192824,1607527105
6623,177,45,36,303,1602014603,1607527105
6624,177,45,36,302,1602014603,1607527105
6625,177,45,36,301,1602014603,1607527105
6626,177,45,36,300,1602014603,1607527105
6627,177,45,36,297,1600357694,1607527105
6628,177,45,36,296,1600357694,1607527105
6629,177,45,36,295,1600357694,1607527105
6630,177,45,36,294,1600357694,1607527105
6631,177,45,36,293,1600357694,1607527105
6632,177,45,36,292,1600357694,1607527105
6633,177,45,36,291,1600357694,1607527105
6634,177,45,36,290,1600357694,1607527105
6635,177,45,36,289,1600357694,1607527105
6636,177,45,36,288,1600357694,1607527105
6637,178,45,36,302,1600720203,1612471023
6638,178,45,36,301,1600720203,1612471023
6639,178,45,36,300,1600720203,1612471023
6640,178,45,36,297,1600288851,1612471023
6641,178,45,36,296,1600288851,1612471023
6642,178,45,36,295,1600288851,1612471023
6643,178,45,36,294,1600288851,1612471023
6644,178,45,36,287,1600288851,1612471023
6645,178,45,36,286,1600288851,1612471023
6646,178,45,36,285,1600288851,1612471023
6647,178,45,36,284,1600288851,1612471023
6648,178,45,36,283,1600288851,1612471023
6649,178,45,33,257,1607894642,1607894642
6650,178,45,33,256,1607894642,1607894642
6651,178,45,35,267,1603186709,1603186709
6652,178,45,35,266,1603186709,1603186709
6653,178,45,35,265,1603186709,1603186709
6654,178,45,35,264,1603186709,1603186709
6655,178,45,34,258,1601840932,1601942294
6656,178,45,35,263,1601930356,1603186709
6657,178,45,35,262,1601478434,1603186709
6658,178,45,35,261,1601478434,1603186709
6659,178,45,35,260,1601478434,1603186709
6660,178,45,35,259,1601478434,1603186709
6661,178,45,36,291,1600288851,1612471023
6662,178,45,36,290,1600288851,1612471023
6663,178,45,36,289,1600288851,1612471023
6664,178,45,36,288,1600288851,1612471023
6665,178,45,36,299,1600720203,1612471023
6666,178,45,36,282,1600288851,1612471023
6667,178,45,36,281,1600288851,1612471023
6668,178,45,36,280,1600288851,1612471023
6669,178,45,36,279,1600288851,1612471023
6670,178,45,36,292,1600288851,1612471023
6671,178,45,36,298,1600289513,1612471023
6672,178,45,36,293,1600288851,1612471023
6673,178,45,36,278,1600172587,1612471023
6674,179,45,33,257,1608104331,1608104331
6675,179,45,33,256,1608104331,1608104331
6676,179,45,35,266,1603025219,1603025219
6677,179,45,35,265,1603025219,1603025219
6678,179,45,35,264,1603025219,1603025219
6679,179,45,35,263,1601749234,1603025219
6680,179,45,35,262,1601749234,1603025219
6681,179,45,34,258,1601749226,1601749226
6682,179,45,35,261,1601474271,1603025219
6683,179,45,35,260,1601467250,1603025219
6684,179,45,35,259,1601466489,1603025219
6685,179,45,36,303,1601128370,1601128370
6686,179,45,36,302,1601128370,1601128370
6687,179,45,36,301,1601128370,1601128370
6688,179,45,36,300,1601128370,1601128370
6689,179,45,36,299,1601128370,1601128370
6690,179,45,36,298,1601128370,1601128370
6691,179,45,36,297,1601128370,1601128370
6692,179,45,36,296,1601128370,1601128370
6693,179,45,36,295,1601128370,1601128370
6694,179,45,36,294,1601128370,1601128370
6695,179,45,36,293,1601128370,1601128370
6696,179,45,36,292,1601128370,1601128370
6697,179,45,36,291,1601128370,1601128370
6698,179,45,36,290,1601128370,1601128370
6699,179,45,36,289,1601128370,1601128370
6700,179,45,36,288,1601128370,1601128370
6701,179,45,36,287,1601128370,1601128370
6702,179,45,36,286,1601128370,1601128370
6703,179,45,36,285,1601128370,1601128370
6704,179,45,36,284,1601128370,1601128370
6705,179,45,36,283,1601128370,1601128370
6706,179,45,36,282,1601128370,1601128370
6707,179,45,36,280,1600181562,1600181562
6708,179,45,36,281,1600181558,1600181562
6709,179,45,36,279,1600177479,1600181562
6710,179,45,36,278,1600177479,1600181562
6711,180,45,33,257,1608012885,1608012885
6712,180,45,33,256,1608012885,1608012885
6713,180,45,35,273,1603305275,1604321122
6714,180,45,35,272,1603305275,1604321122
6715,180,45,35,271,1603305275,1604321122
6716,180,45,35,270,1603305275,1604321122
6717,180,45,35,277,1604321122,1604321122
6718,180,45,35,276,1604321122,1604321122
6719,180,45,35,275,1604321122,1604321122
6720,180,45,35,274,1604321122,1604321122
6721,180,45,35,265,1603035881,1604321122
6722,180,45,35,266,1603035881,1604321122
6723,180,45,35,269,1603287582,1604321122
6724,180,45,35,268,1603230177,1604321122
6725,180,45,35,267,1603229646,1604321122
6726,180,45,35,264,1603035881,1604321122
6727,180,45,35,263,1603035881,1604321122
6728,180,45,35,262,1603035881,1604321122
6729,180,45,35,261,1603035881,1604321122
6730,180,45,35,260,1603035881,1604321122
6731,180,45,34,258,1601823652,1601823652
6732,180,45,36,288,1600196027,1606635557
6733,180,45,36,287,1600196027,1606635557
6734,180,45,36,286,1600196027,1606635557
6735,180,45,36,285,1600196027,1606635557
6736,180,45,36,284,1600196027,1606635557
6737,180,45,36,283,1600196027,1606635557
6738,180,45,36,282,1600196027,1606635557
6739,180,45,36,281,1600196027,1606635557
6740,180,45,36,280,1600196027,1606635557
6741,180,45,36,279,1600196027,1606635557
6742,180,45,36,303,1601062944,1606635557
6743,180,45,36,302,1601062944,1606635557
6744,180,45,36,301,1601062944,1606635557
6745,180,45,36,300,1601062944,1606635557
6746,180,45,36,299,1601062944,1606635557
6747,180,45,36,298,1601062944,1606635557
6748,180,45,36,297,1601062944,1606635557
6749,180,45,36,296,1601062944,1606635557
6750,180,45,36,295,1601062944,1606635557
6751,180,45,36,294,1601062944,1606635557
6752,180,45,36,293,1601062944,1606635557
6753,180,45,36,292,1601062944,1606635557
6754,180,45,36,291,1601062944,1606635557
6755,180,45,36,290,1601062944,1606635557
6756,180,45,35,259,1601062935,1604321122
6757,180,45,36,289,1600200249,1606635557
6758,180,45,36,278,1600196027,1606635557
6759,181,45,35,277,1604419518,1607890652
6760,181,45,35,276,1604419518,1607890652
6761,181,45,35,275,1604419518,1607890652
6762,181,45,35,274,1604419518,1607890652
6763,181,45,35,273,1604419518,1607890652
6764,181,45,33,256,1607890615,1607890621
6765,181,45,36,299,1600374497,1607440945
6766,181,45,36,298,1600374497,1607440945
6767,181,45,36,297,1600374497,1607440945
6768,181,45,36,296,1600374497,1607440945
6769,181,45,36,295,1600374497,1607440945
6770,181,45,36,279,1600374497,1607440945
6771,181,45,36,278,1600374497,1607440945
6772,181,45,35,263,1601536688,1607890652
6773,181,45,35,272,1604419518,1607890652
6774,181,45,35,271,1604419518,1607890652
6775,181,45,35,270,1604419518,1607890652
6776,181,45,35,269,1604419518,1607890652
6777,181,45,35,268,1604419518,1607890652
6778,181,45,35,261,1601536688,1607890652
6779,181,45,35,260,1601536688,1607890652
6780,181,45,35,267,1603188909,1607890652
6781,181,45,35,266,1603188909,1607890652
6782,181,45,35,265,1603188909,1607890652
6783,181,45,35,264,1603188909,1607890652
6784,181,45,36,294,1600374497,1607440945
6785,181,45,36,293,1600374497,1607440945
6786,181,45,36,292,1600374497,1607440945
6787,181,45,36,291,1600374497,1607440945
6788,181,45,36,290,1600374497,1607440945
6789,181,45,36,289,1600374497,1607440945
6790,181,45,36,288,1600374497,1607440945
6791,181,45,36,287,1600374497,1607440945
6792,181,45,36,286,1600374497,1607440945
6793,181,45,36,285,1600374497,1607440945
6794,181,45,36,284,1600374497,1607440945
6795,181,45,36,283,1600374497,1607440945
6796,181,45,36,282,1600374497,1607440945
6797,181,45,36,281,1600374497,1607440945
6798,181,45,36,280,1600374497,1607440945
6799,181,45,36,303,1601829712,1607440945
6800,181,45,36,302,1601829712,1607440945
6801,181,45,36,301,1601829712,1607440945
6802,181,45,34,258,1601829703,1601829703
6803,181,45,35,262,1601536688,1607890652
6804,181,45,35,259,1601536688,1607890652
6805,181,45,36,300,1600375284,1607440945
6806,182,45,35,277,1604844989,1606654377
6807,182,45,35,276,1604844989,1606654377
6808,182,45,35,275,1604844989,1606654377
6809,182,45,35,274,1604844989,1606654377
6810,182,45,35,273,1604844989,1606654377
6811,182,45,35,272,1604844989,1606654377
6812,182,45,35,271,1604844989,1606654377
6813,182,45,35,270,1604844989,1606654377
6814,182,45,35,269,1604844989,1606654377
6815,182,45,35,265,1602955175,1606654377
6816,182,45,35,268,1604844989,1606654377
6817,182,45,35,267,1604844989,1606654377
6818,182,45,35,264,1602955175,1606654377
6819,182,45,35,263,1602955175,1606654377
6820,182,45,35,262,1602955175,1606654377
6821,182,45,35,261,1602955175,1606654377
6822,182,45,35,260,1602955175,1606654377
6823,182,45,34,258,1602434030,1602434030
6824,182,45,36,299,1601304187,1601310882
6825,182,45,36,298,1601304187,1601310882
6826,182,45,36,297,1601304187,1601310882
6827,182,45,36,296,1601304187,1601310882
6828,182,45,36,295,1601304187,1601310882
6829,182,45,36,294,1601304187,1601310882
6830,182,45,36,293,1601304187,1601310882
6831,182,45,36,292,1601304187,1601310882
6832,182,45,36,291,1601304187,1601310882
6833,182,45,36,290,1601304187,1601310882
6834,182,45,36,289,1601304187,1601310882
6835,182,45,36,288,1601304187,1601310882
6836,182,45,36,287,1601304187,1601310882
6837,182,45,36,286,1601304187,1601310882
6838,182,45,36,285,1601304187,1601310882
6839,182,45,36,284,1601304187,1601310882
6840,182,45,36,283,1601304187,1601310882
6841,182,45,36,282,1601304187,1601310882
6842,182,45,36,281,1601304187,1601310882
6843,182,45,36,280,1601304187,1601310882
6844,182,45,36,303,1601304187,1601310882
6845,182,45,36,302,1601304187,1601310882
6846,182,45,36,301,1601304187,1601310882
6847,182,45,36,300,1601304187,1601310882
6848,182,45,36,279,1600174918,1601310882
6849,182,45,36,278,1600174618,1601310882
6850,183,45,36,288,1600239932,1601382465
6851,183,45,36,287,1600239932,1601382465
6852,183,45,36,286,1600239932,1601382465
6853,183,45,36,303,1601382465,1601382465
6854,183,45,36,302,1601382465,1601382465
6855,183,45,36,301,1601382465,1601382465
6856,183,45,36,300,1601382465,1601382465
6857,183,45,36,299,1601382465,1601382465
6858,183,45,36,298,1601382465,1601382465
6859,183,45,36,297,1601382465,1601382465
6860,183,45,36,296,1601382465,1601382465
6861,183,45,36,295,1601382465,1601382465
6862,183,45,36,294,1601382465,1601382465
6863,183,45,36,293,1601382465,1601382465
6864,183,45,35,259,1601382457,1601382457
6865,183,45,36,291,1600239932,1601382465
6866,183,45,36,290,1600239932,1601382465
6867,183,45,36,289,1600239932,1601382465
6868,183,45,36,292,1600240814,1601382465
6869,183,45,36,285,1600239932,1601382465
6870,183,45,36,284,1600239932,1601382465
6871,183,45,36,283,1600239932,1601382465
6872,183,45,36,282,1600239932,1601382465
6873,183,45,36,281,1600239932,1601382465
6874,183,45,36,280,1600239932,1601382465
6875,183,45,36,279,1600239932,1601382465
6876,183,45,36,278,1600239932,1601382465
6877,184,45,35,259,1601319820,1601319820
6878,184,45,36,297,1600269340,1601319805
6879,184,45,36,296,1600269340,1601319805
6880,184,45,36,295,1600269340,1601319805
6881,184,45,36,294,1600269340,1601319805
6882,184,45,36,293,1600269340,1601319805
6883,184,45,36,292,1600269340,1601319805
6884,184,45,36,291,1600269340,1601319805
6885,184,45,36,290,1600269340,1601319805
6886,184,45,36,289,1600269340,1601319805
6887,184,45,36,288,1600269340,1601319805
6888,184,45,36,287,1600269340,1601319805
6889,184,45,36,286,1600269340,1601319805
6890,184,45,36,285,1600269340,1601319805
6891,184,45,36,284,1600269340,1601319805
6892,184,45,36,283,1600269340,1601319805
6893,184,45,36,282,1600269340,1601319805
6894,184,45,36,303,1601319805,1601319805
6895,184,45,36,302,1601319805,1601319805
6896,184,45,36,301,1601319805,1601319805
6897,184,45,36,300,1601319805,1601319805
6898,184,45,36,299,1601319805,1601319805
6899,184,45,36,298,1601319805,1601319805
6900,184,45,36,281,1600269340,1601319805
6901,184,45,36,280,1600269340,1601319805
6902,184,45,36,279,1600269340,1601319805
6903,184,45,36,278,1600269340,1601319805
6904,185,45,36,295,1600941442,1611491220
6905,185,45,36,294,1600941442,1611491220
6906,185,45,36,290,1600243885,1611491220
6907,185,45,33,257,1608037256,1608037256
6908,185,45,33,256,1608037256,1608037256
6909,185,45,35,277,1604438059,1605094661
6910,185,45,35,276,1604438059,1605094661
6911,185,45,35,275,1603527935,1605094661
6912,185,45,35,274,1603369940,1605094661
6913,185,45,35,269,1603288463,1605094661
6914,185,45,35,268,1603288463,1605094661
6915,185,45,35,267,1603211264,1605094661
6916,185,45,35,273,1603369904,1605094661
6917,185,45,35,272,1603369904,1605094661
6918,185,45,35,271,1603369904,1605094661
6919,185,45,35,270,1603369904,1605094661
6920,185,45,35,266,1603211264,1605094661
6921,185,45,35,261,1601472336,1605094661
6922,185,45,35,265,1602948770,1605094661
6923,185,45,35,264,1602948770,1605094661
6924,185,45,34,258,1602010443,1605094643
6925,185,45,35,263,1601501451,1605094661
6926,185,45,35,262,1601501451,1605094661
6927,185,45,36,303,1600941442,1611491220
6928,185,45,36,302,1600941442,1611491220
6929,185,45,36,301,1600941442,1611491220
6930,185,45,36,300,1600941442,1611491220
6931,185,45,36,299,1600941442,1611491220
6932,185,45,36,298,1600941442,1611491220
6933,185,45,36,297,1600941442,1611491220
6934,185,45,36,296,1600941442,1611491220
6935,185,45,35,260,1601472336,1605094661
6936,185,45,35,259,1601326724,1605094661
6937,185,45,36,289,1600243885,1611491220
6938,185,45,36,288,1600243885,1611491220
6939,185,45,36,287,1600243885,1611491220
6940,185,45,36,286,1600243885,1611491220
6941,185,45,36,285,1600243885,1611491220
6942,185,45,36,284,1600243885,1611491220
6943,185,45,36,283,1600243885,1611491220
6944,185,45,36,282,1600243885,1611491220
6945,185,45,36,281,1600243885,1611491220
6946,185,45,36,292,1600243885,1611491220
6947,185,45,36,291,1600243885,1611491220
6948,185,45,36,293,1600244641,1611491220
6949,185,45,36,280,1600243885,1611491220
6950,185,45,36,279,1600243885,1611491220
6951,185,45,36,278,1600243885,1611491220
6953,124,47,37,306,1607886140,1607886140
6954,124,47,37,305,1605625924,1607886140
6955,124,47,37,304,1605525592,1607886140
6956,143,47,37,306,1608128019,1608128019
6957,160,47,37,306,1608053823,1608053823
6958,165,47,37,305,1607378562,1607378562
6959,166,47,37,306,1608081064,1608081064
6960,168,47,37,306,1608058756,1608058756
6961,171,47,37,306,1607971911,1607971911
6962,171,47,37,305,1605626371,1607971911
6963,171,47,37,304,1605519346,1607971911
6964,172,47,37,306,1608060655,1608060655
6965,172,47,37,305,1605729876,1608060655
6966,172,47,37,304,1605439572,1608060655
6967,173,47,37,305,1607207937,1607207937
6968,173,47,37,304,1607207937,1607207937
6969,174,47,37,306,1607889913,1607889913
6970,174,47,37,305,1606387435,1607889913
6971,174,47,37,304,1606387435,1607889913
6972,175,47,37,304,1605549283,1607207237
6973,175,47,37,305,1605649127,1607207237
6974,176,47,37,305,1606480441,1606480441
6975,176,47,37,304,1606480441,1606480441
6976,177,47,37,306,1607884011,1607884011
6977,178,47,37,306,1607894664,1608075719
6978,178,47,37,305,1605635055,1608075719
6979,178,47,37,304,1605635055,1608075719
6980,179,47,37,306,1607946901,1607946901
6981,180,47,37,306,1608194233,1608194233
6982,180,47,37,305,1607253387,1608194233
6983,180,47,37,304,1605530116,1608194233
6984,181,47,37,305,1606682071,1606682071
6985,181,47,37,304,1606682071,1606682071
6986,182,47,37,305,1606627980,1606627980
6987,182,47,37,304,1606627980,1606627980
6988,185,47,37,305,1605709975,1605709975
6989,185,47,37,304,1605709975,1605709975
